model,mu/p_induced,generations,trial,mutants
Darwinian,0.0001,16,278,45
Lamarckian,0.0001,16,278,5
Combined,0.0001,16,278,44
Darwinian,0.0001,16,279,53
Lamarckian,0.0001,16,279,14
Combined,0.0001,16,279,36
Darwinian,0.0001,16,280,21
Lamarckian,0.0001,16,280,7
Combined,0.0001,16,280,168
Darwinian,0.0001,16,281,81
Lamarckian,0.0001,16,281,3
Combined,0.0001,16,281,30
Darwinian,0.0001,16,282,47
Lamarckian,0.0001,16,282,8
Combined,0.0001,16,282,334
Darwinian,0.0001,16,283,34
Lamarckian,0.0001,16,283,4
Combined,0.0001,16,283,32
Darwinian,0.0001,16,284,34
Lamarckian,0.0001,16,284,4
Combined,0.0001,16,284,44
Darwinian,0.0001,16,285,63
Lamarckian,0.0001,16,285,6
Combined,0.0001,16,285,37
Darwinian,0.0001,16,286,153
Lamarckian,0.0001,16,286,7
Combined,0.0001,16,286,40
Darwinian,0.0001,16,287,11
Lamarckian,0.0001,16,287,6
Combined,0.0001,16,287,42
Darwinian,0.0001,16,288,45
Lamarckian,0.0001,16,288,5
Combined,0.0001,16,288,19
Darwinian,0.0001,16,289,26
Lamarckian,0.0001,16,289,13
Combined,0.0001,16,289,39
Darwinian,0.0001,16,290,24
Lamarckian,0.0001,16,290,6
Combined,0.0001,16,290,91
Darwinian,0.0001,16,291,49
Lamarckian,0.0001,16,291,4
Combined,0.0001,16,291,32
Darwinian,0.0001,16,292,46
Lamarckian,0.0001,16,292,8
Combined,0.0001,16,292,23
Darwinian,0.0001,16,293,42
Lamarckian,0.0001,16,293,10
Combined,0.0001,16,293,14
Darwinian,0.0001,16,294,28
Lamarckian,0.0001,16,294,6
Combined,0.0001,16,294,116
Darwinian,0.0001,16,295,26
Lamarckian,0.0001,16,295,14
Combined,0.0001,16,295,34
Darwinian,0.0001,16,296,20
Lamarckian,0.0001,16,296,6
Combined,0.0001,16,296,59
Darwinian,0.0001,16,297,195
Lamarckian,0.0001,16,297,5
Combined,0.0001,16,297,40
Darwinian,0.0001,16,298,26
Lamarckian,0.0001,16,298,9
Combined,0.0001,16,298,22
Darwinian,0.0001,16,299,37
Lamarckian,0.0001,16,299,6
Combined,0.0001,16,299,30
Darwinian,0.0001,16,300,38
Lamarckian,0.0001,16,300,6
Combined,0.0001,16,300,40
Darwinian,0.0001,16,301,45
Lamarckian,0.0001,16,301,7
Combined,0.0001,16,301,91
Darwinian,0.0001,16,302,318
Lamarckian,0.0001,16,302,5
Combined,0.0001,16,302,69
Darwinian,0.0001,16,303,103
Lamarckian,0.0001,16,303,5
Combined,0.0001,16,303,40
Darwinian,0.0001,16,304,52
Lamarckian,0.0001,16,304,3
Combined,0.0001,16,304,46
Darwinian,0.0001,16,305,48
Lamarckian,0.0001,16,305,8
Combined,0.0001,16,305,30
Darwinian,0.0001,16,306,23
Lamarckian,0.0001,16,306,10
Combined,0.0001,16,306,162
Darwinian,0.0001,16,307,53
Lamarckian,0.0001,16,307,3
Combined,0.0001,16,307,68
Darwinian,0.0001,16,308,27
Lamarckian,0.0001,16,308,3
Combined,0.0001,16,308,294
Darwinian,0.0001,16,309,45
Lamarckian,0.0001,16,309,7
Combined,0.0001,16,309,49
Darwinian,0.0001,16,310,26
Lamarckian,0.0001,16,310,4
Combined,0.0001,16,310,107
Darwinian,0.0001,16,311,52
Lamarckian,0.0001,16,311,7
Combined,0.0001,16,311,23
Darwinian,0.0001,16,312,48
Lamarckian,0.0001,16,312,8
Combined,0.0001,16,312,184
Darwinian,0.0001,16,313,277
Lamarckian,0.0001,16,313,11
Combined,0.0001,16,313,28
Darwinian,0.0001,16,314,29
Lamarckian,0.0001,16,314,7
Combined,0.0001,16,314,43
Darwinian,0.0001,16,315,32
Lamarckian,0.0001,16,315,4
Combined,0.0001,16,315,32
Darwinian,0.0001,16,316,22
Lamarckian,0.0001,16,316,6
Combined,0.0001,16,316,48
Darwinian,0.0001,16,317,16
Lamarckian,0.0001,16,317,6
Combined,0.0001,16,317,201
Darwinian,0.0001,16,318,17
Lamarckian,0.0001,16,318,7
Combined,0.0001,16,318,162
Darwinian,0.0001,16,319,113
Lamarckian,0.0001,16,319,6
Combined,0.0001,16,319,102
Darwinian,0.0001,16,320,123
Lamarckian,0.0001,16,320,8
Combined,0.0001,16,320,79
Darwinian,0.0001,16,321,28
Lamarckian,0.0001,16,321,11
Combined,0.0001,16,321,38
Darwinian,0.0001,16,322,35
Lamarckian,0.0001,16,322,5
Combined,0.0001,16,322,535
Darwinian,0.0001,16,323,39
Lamarckian,0.0001,16,323,5
Combined,0.0001,16,323,116
Darwinian,0.0001,16,324,171
Lamarckian,0.0001,16,324,10
Combined,0.0001,16,324,27
Darwinian,0.0001,16,325,54
Lamarckian,0.0001,16,325,8
Combined,0.0001,16,325,27
Darwinian,0.0001,16,326,11
Lamarckian,0.0001,16,326,6
Combined,0.0001,16,326,25
Darwinian,0.0001,16,327,202
Lamarckian,0.0001,16,327,7
Combined,0.0001,16,327,41
Darwinian,0.0001,16,328,36
Lamarckian,0.0001,16,328,9
Combined,0.0001,16,328,179
Darwinian,0.0001,16,329,49
Lamarckian,0.0001,16,329,8
Combined,0.0001,16,329,55
Darwinian,0.0001,16,330,89
Lamarckian,0.0001,16,330,8
Combined,0.0001,16,330,29
Darwinian,0.0001,16,331,38
Lamarckian,0.0001,16,331,4
Combined,0.0001,16,331,66
Darwinian,0.0001,16,332,40
Lamarckian,0.0001,16,332,7
Combined,0.0001,16,332,29
Darwinian,0.0001,16,333,70
Lamarckian,0.0001,16,333,8
Combined,0.0001,16,333,31
Darwinian,0.0001,16,334,146
Lamarckian,0.0001,16,334,5
Combined,0.0001,16,334,58
Darwinian,0.0001,16,335,24
Lamarckian,0.0001,16,335,2
Combined,0.0001,16,335,49
Darwinian,0.0001,16,336,40
Lamarckian,0.0001,16,336,5
Combined,0.0001,16,336,88
Darwinian,0.0001,16,337,16
Lamarckian,0.0001,16,337,8
Combined,0.0001,16,337,85
Darwinian,0.0001,16,338,27
Lamarckian,0.0001,16,338,8
Combined,0.0001,16,338,73
Darwinian,0.0001,16,339,26
Lamarckian,0.0001,16,339,9
Combined,0.0001,16,339,97
Darwinian,0.0001,16,340,31
Lamarckian,0.0001,16,340,4
Combined,0.0001,16,340,284
Darwinian,0.0001,16,341,52
Lamarckian,0.0001,16,341,5
Combined,0.0001,16,341,24
Darwinian,0.0001,16,342,38
Lamarckian,0.0001,16,342,8
Combined,0.0001,16,342,62
Darwinian,0.0001,16,343,93
Lamarckian,0.0001,16,343,8
Combined,0.0001,16,343,112
Darwinian,0.0001,16,344,33
Lamarckian,0.0001,16,344,6
Combined,0.0001,16,344,22
Darwinian,0.0001,16,345,23
Lamarckian,0.0001,16,345,7
Combined,0.0001,16,345,35
Darwinian,0.0001,16,346,41
Lamarckian,0.0001,16,346,8
Combined,0.0001,16,346,49
Darwinian,0.0001,16,347,96
Lamarckian,0.0001,16,347,4
Combined,0.0001,16,347,37
Darwinian,0.0001,16,348,27
Lamarckian,0.0001,16,348,7
Combined,0.0001,16,348,41
Darwinian,0.0001,16,349,62
Lamarckian,0.0001,16,349,6
Combined,0.0001,16,349,83
Darwinian,0.0001,16,350,52
Lamarckian,0.0001,16,350,9
Combined,0.0001,16,350,42
Darwinian,0.0001,16,351,16
Lamarckian,0.0001,16,351,5
Combined,0.0001,16,351,24
Darwinian,0.0001,16,352,29
Lamarckian,0.0001,16,352,5
Combined,0.0001,16,352,41
Darwinian,0.0001,16,353,31
Lamarckian,0.0001,16,353,12
Combined,0.0001,16,353,33
Darwinian,0.0001,16,354,169
Lamarckian,0.0001,16,354,10
Combined,0.0001,16,354,48
Darwinian,0.0001,16,355,67
Lamarckian,0.0001,16,355,6
Combined,0.0001,16,355,88
Darwinian,0.0001,16,356,51
Lamarckian,0.0001,16,356,7
Combined,0.0001,16,356,46
Darwinian,0.0001,16,357,12
Lamarckian,0.0001,16,357,7
Combined,0.0001,16,357,177
Darwinian,0.0001,16,358,170
Lamarckian,0.0001,16,358,9
Combined,0.0001,16,358,74
Darwinian,0.0001,16,359,52
Lamarckian,0.0001,16,359,5
Combined,0.0001,16,359,27
Darwinian,0.0001,16,360,32
Lamarckian,0.0001,16,360,5
Combined,0.0001,16,360,67
Darwinian,0.0001,16,361,26
Lamarckian,0.0001,16,361,6
Combined,0.0001,16,361,60
Darwinian,0.0001,16,362,47
Lamarckian,0.0001,16,362,11
Combined,0.0001,16,362,103
Darwinian,0.0001,16,363,29
Lamarckian,0.0001,16,363,5
Combined,0.0001,16,363,27
Darwinian,0.0001,16,364,51
Lamarckian,0.0001,16,364,6
Combined,0.0001,16,364,13
Darwinian,0.0001,16,365,39
Lamarckian,0.0001,16,365,8
Combined,0.0001,16,365,20
Darwinian,0.0001,16,366,48
Lamarckian,0.0001,16,366,6
Combined,0.0001,16,366,43
Darwinian,0.0001,16,367,80
Lamarckian,0.0001,16,367,9
Combined,0.0001,16,367,34
Darwinian,0.0001,16,368,26
Lamarckian,0.0001,16,368,8
Combined,0.0001,16,368,39
Darwinian,0.0001,16,369,66
Lamarckian,0.0001,16,369,2
Combined,0.0001,16,369,61
Darwinian,0.0001,16,370,49
Lamarckian,0.0001,16,370,4
Combined,0.0001,16,370,36
Darwinian,0.0001,16,371,542
Lamarckian,0.0001,16,371,7
Combined,0.0001,16,371,68
Darwinian,0.0001,16,372,37
Lamarckian,0.0001,16,372,5
Combined,0.0001,16,372,23
Darwinian,0.0001,16,373,17
Lamarckian,0.0001,16,373,8
Combined,0.0001,16,373,40
Darwinian,0.0001,16,374,17
Lamarckian,0.0001,16,374,3
Combined,0.0001,16,374,18
Darwinian,0.0001,16,375,15
Lamarckian,0.0001,16,375,7
Combined,0.0001,16,375,100
Darwinian,0.0001,16,376,25
Lamarckian,0.0001,16,376,8
Combined,0.0001,16,376,44
Darwinian,0.0001,16,377,31
Lamarckian,0.0001,16,377,5
Combined,0.0001,16,377,34
Darwinian,0.0001,16,378,22
Lamarckian,0.0001,16,378,8
Combined,0.0001,16,378,63
Darwinian,0.0001,16,379,104
Lamarckian,0.0001,16,379,7
Combined,0.0001,16,379,43
Darwinian,0.0001,16,380,36
Lamarckian,0.0001,16,380,3
Combined,0.0001,16,380,33
Darwinian,0.0001,16,381,41
Lamarckian,0.0001,16,381,8
Combined,0.0001,16,381,1077
Darwinian,0.0001,16,382,9
Lamarckian,0.0001,16,382,9
Combined,0.0001,16,382,110
Darwinian,0.0001,16,383,49
Lamarckian,0.0001,16,383,2
Combined,0.0001,16,383,57
Darwinian,0.0001,16,384,40
Lamarckian,0.0001,16,384,4
Combined,0.0001,16,384,75
Darwinian,0.0001,16,385,30
Lamarckian,0.0001,16,385,8
Combined,0.0001,16,385,44
Darwinian,0.0001,16,386,55
Lamarckian,0.0001,16,386,9
Combined,0.0001,16,386,41
Darwinian,0.0001,16,387,38
Lamarckian,0.0001,16,387,5
Combined,0.0001,16,387,17
Darwinian,0.0001,16,388,33
Lamarckian,0.0001,16,388,8
Combined,0.0001,16,388,31
Darwinian,0.0001,16,389,16
Lamarckian,0.0001,16,389,6
Combined,0.0001,16,389,32
Darwinian,0.0001,16,390,35
Lamarckian,0.0001,16,390,7
Combined,0.0001,16,390,21
Darwinian,0.0001,16,391,38
Lamarckian,0.0001,16,391,2
Combined,0.0001,16,391,201
Darwinian,0.0001,16,392,95
Lamarckian,0.0001,16,392,7
Combined,0.0001,16,392,24
Darwinian,0.0001,16,393,62
Lamarckian,0.0001,16,393,9
Combined,0.0001,16,393,39
Darwinian,0.0001,16,394,178
Lamarckian,0.0001,16,394,10
Combined,0.0001,16,394,25
Darwinian,0.0001,16,395,41
Lamarckian,0.0001,16,395,7
Combined,0.0001,16,395,24
Darwinian,0.0001,16,396,64
Lamarckian,0.0001,16,396,9
Combined,0.0001,16,396,98
Darwinian,0.0001,16,397,2332
Lamarckian,0.0001,16,397,9
Combined,0.0001,16,397,110
Darwinian,0.0001,16,398,21
Lamarckian,0.0001,16,398,5
Combined,0.0001,16,398,55
Darwinian,0.0001,16,399,22
Lamarckian,0.0001,16,399,6
Combined,0.0001,16,399,25
Darwinian,0.0001,16,400,33
Lamarckian,0.0001,16,400,16
Combined,0.0001,16,400,28
Darwinian,0.0001,16,401,16
Lamarckian,0.0001,16,401,7
Combined,0.0001,16,401,37
Darwinian,0.0001,16,402,33
Lamarckian,0.0001,16,402,8
Combined,0.0001,16,402,38
Darwinian,0.0001,16,403,1080
Lamarckian,0.0001,16,403,3
Combined,0.0001,16,403,32
Darwinian,0.0001,16,404,25
Lamarckian,0.0001,16,404,3
Combined,0.0001,16,404,57
Darwinian,0.0001,16,405,55
Lamarckian,0.0001,16,405,4
Combined,0.0001,16,405,32
Darwinian,0.0001,16,406,20
Lamarckian,0.0001,16,406,5
Combined,0.0001,16,406,49
Darwinian,0.0001,16,407,12
Lamarckian,0.0001,16,407,4
Combined,0.0001,16,407,42
Darwinian,0.0001,16,408,21
Lamarckian,0.0001,16,408,7
Combined,0.0001,16,408,22
Darwinian,0.0001,16,409,96
Lamarckian,0.0001,16,409,4
Combined,0.0001,16,409,53
Darwinian,0.0001,16,410,68
Lamarckian,0.0001,16,410,8
Combined,0.0001,16,410,97
Darwinian,0.0001,16,411,43
Lamarckian,0.0001,16,411,7
Combined,0.0001,16,411,33
Darwinian,0.0001,16,412,57
Lamarckian,0.0001,16,412,4
Combined,0.0001,16,412,229
Darwinian,0.0001,16,413,18
Lamarckian,0.0001,16,413,1
Combined,0.0001,16,413,28
Darwinian,0.0001,16,414,35
Lamarckian,0.0001,16,414,6
Combined,0.0001,16,414,26
Darwinian,0.0001,16,415,45
Lamarckian,0.0001,16,415,5
Combined,0.0001,16,415,38
Darwinian,0.0001,16,416,80
Lamarckian,0.0001,16,416,11
Combined,0.0001,16,416,64
Darwinian,0.0001,16,417,22
Lamarckian,0.0001,16,417,8
Combined,0.0001,16,417,14
Darwinian,0.0001,16,418,16
Lamarckian,0.0001,16,418,8
Combined,0.0001,16,418,35
Darwinian,0.0001,16,419,172
Lamarckian,0.0001,16,419,4
Combined,0.0001,16,419,557
Darwinian,0.0001,16,420,22
Lamarckian,0.0001,16,420,7
Combined,0.0001,16,420,66
Darwinian,0.0001,16,421,69
Lamarckian,0.0001,16,421,5
Combined,0.0001,16,421,25
Darwinian,0.0001,16,422,16
Lamarckian,0.0001,16,422,8
Combined,0.0001,16,422,40
Darwinian,0.0001,16,423,45
Lamarckian,0.0001,16,423,9
Combined,0.0001,16,423,30
Darwinian,0.0001,16,424,40
Lamarckian,0.0001,16,424,10
Combined,0.0001,16,424,69
Darwinian,0.0001,16,425,78
Lamarckian,0.0001,16,425,9
Combined,0.0001,16,425,67
Darwinian,0.0001,16,426,19
Lamarckian,0.0001,16,426,1
Combined,0.0001,16,426,90
Darwinian,0.0001,16,427,34
Lamarckian,0.0001,16,427,6
Combined,0.0001,16,427,36
Darwinian,0.0001,16,428,22
Lamarckian,0.0001,16,428,4
Combined,0.0001,16,428,26
Darwinian,0.0001,16,429,112
Lamarckian,0.0001,16,429,6
Combined,0.0001,16,429,35
Darwinian,0.0001,16,430,17
Lamarckian,0.0001,16,430,5
Combined,0.0001,16,430,17
Darwinian,0.0001,16,431,25
Lamarckian,0.0001,16,431,9
Combined,0.0001,16,431,35
Darwinian,0.0001,16,432,32
Lamarckian,0.0001,16,432,7
Combined,0.0001,16,432,105
Darwinian,0.0001,16,433,47
Lamarckian,0.0001,16,433,8
Combined,0.0001,16,433,57
Darwinian,0.0001,16,434,78
Lamarckian,0.0001,16,434,7
Combined,0.0001,16,434,71
Darwinian,0.0001,16,435,22
Lamarckian,0.0001,16,435,4
Combined,0.0001,16,435,34
Darwinian,0.0001,16,436,78
Lamarckian,0.0001,16,436,6
Combined,0.0001,16,436,39
Darwinian,0.0001,16,437,31
Lamarckian,0.0001,16,437,7
Combined,0.0001,16,437,43
Darwinian,0.0001,16,438,21
Lamarckian,0.0001,16,438,5
Combined,0.0001,16,438,51
Darwinian,0.0001,16,439,26
Lamarckian,0.0001,16,439,6
Combined,0.0001,16,439,53
Darwinian,0.0001,16,440,41
Lamarckian,0.0001,16,440,6
Combined,0.0001,16,440,54
Darwinian,0.0001,16,441,50
Lamarckian,0.0001,16,441,5
Combined,0.0001,16,441,48
Darwinian,0.0001,16,442,28
Lamarckian,0.0001,16,442,8
Combined,0.0001,16,442,15
Darwinian,0.0001,16,443,7
Lamarckian,0.0001,16,443,9
Combined,0.0001,16,443,44
Darwinian,0.0001,16,444,19
Lamarckian,0.0001,16,444,9
Combined,0.0001,16,444,119
Darwinian,0.0001,16,445,31
Lamarckian,0.0001,16,445,4
Combined,0.0001,16,445,39
Darwinian,0.0001,16,446,47
Lamarckian,0.0001,16,446,4
Combined,0.0001,16,446,50
Darwinian,0.0001,16,447,36
Lamarckian,0.0001,16,447,1
Combined,0.0001,16,447,56
Darwinian,0.0001,16,448,207
Lamarckian,0.0001,16,448,5
Combined,0.0001,16,448,57
Darwinian,0.0001,16,449,9
Lamarckian,0.0001,16,449,11
Combined,0.0001,16,449,101
Darwinian,0.0001,16,450,25
Lamarckian,0.0001,16,450,10
Combined,0.0001,16,450,27
Darwinian,0.0001,16,451,26
Lamarckian,0.0001,16,451,3
Combined,0.0001,16,451,37
Darwinian,0.0001,16,452,45
Lamarckian,0.0001,16,452,9
Combined,0.0001,16,452,24
Darwinian,0.0001,16,453,59
Lamarckian,0.0001,16,453,11
Combined,0.0001,16,453,55
Darwinian,0.0001,16,454,152
Lamarckian,0.0001,16,454,4
Combined,0.0001,16,454,50
Darwinian,0.0001,16,455,28
Lamarckian,0.0001,16,455,2
Combined,0.0001,16,455,63
Darwinian,0.0001,16,456,36
Lamarckian,0.0001,16,456,15
Combined,0.0001,16,456,31
Darwinian,0.0001,16,457,550
Lamarckian,0.0001,16,457,6
Combined,0.0001,16,457,144
Darwinian,0.0001,16,458,82
Lamarckian,0.0001,16,458,7
Combined,0.0001,16,458,39
Darwinian,0.0001,16,459,88
Lamarckian,0.0001,16,459,5
Combined,0.0001,16,459,37
Darwinian,0.0001,16,460,30
Lamarckian,0.0001,16,460,7
Combined,0.0001,16,460,33
Darwinian,0.0001,16,461,51
Lamarckian,0.0001,16,461,5
Combined,0.0001,16,461,21
Darwinian,0.0001,16,462,70
Lamarckian,0.0001,16,462,3
Combined,0.0001,16,462,33
Darwinian,0.0001,16,463,18
Lamarckian,0.0001,16,463,6
Combined,0.0001,16,463,42
Darwinian,0.0001,16,464,20
Lamarckian,0.0001,16,464,9
Combined,0.0001,16,464,49
Darwinian,0.0001,16,465,11
Lamarckian,0.0001,16,465,8
Combined,0.0001,16,465,50
Darwinian,0.0001,16,466,93
Lamarckian,0.0001,16,466,10
Combined,0.0001,16,466,30
Darwinian,0.0001,16,467,66
Lamarckian,0.0001,16,467,7
Combined,0.0001,16,467,22
Darwinian,0.0001,16,468,16
Lamarckian,0.0001,16,468,10
Combined,0.0001,16,468,24
Darwinian,0.0001,16,469,25
Lamarckian,0.0001,16,469,4
Combined,0.0001,16,469,50
Darwinian,0.0001,16,470,52
Lamarckian,0.0001,16,470,9
Combined,0.0001,16,470,36
Darwinian,0.0001,16,471,54
Lamarckian,0.0001,16,471,7
Combined,0.0001,16,471,51
Darwinian,0.0001,16,472,42
Lamarckian,0.0001,16,472,8
Combined,0.0001,16,472,39
Darwinian,0.0001,16,473,16
Lamarckian,0.0001,16,473,9
Combined,0.0001,16,473,571
Darwinian,0.0001,16,474,50
Lamarckian,0.0001,16,474,10
Combined,0.0001,16,474,37
Darwinian,0.0001,16,475,38
Lamarckian,0.0001,16,475,10
Combined,0.0001,16,475,294
Darwinian,0.0001,16,476,39
Lamarckian,0.0001,16,476,5
Combined,0.0001,16,476,39
Darwinian,0.0001,16,477,14
Lamarckian,0.0001,16,477,5
Combined,0.0001,16,477,277
Darwinian,0.0001,16,478,42
Lamarckian,0.0001,16,478,6
Combined,0.0001,16,478,84
Darwinian,0.0001,16,479,26
Lamarckian,0.0001,16,479,10
Combined,0.0001,16,479,36
Darwinian,0.0001,16,480,88
Lamarckian,0.0001,16,480,8
Combined,0.0001,16,480,18
Darwinian,0.0001,16,481,18
Lamarckian,0.0001,16,481,9
Combined,0.0001,16,481,186
Darwinian,0.0001,16,482,335
Lamarckian,0.0001,16,482,7
Combined,0.0001,16,482,111
Darwinian,0.0001,16,483,194
Lamarckian,0.0001,16,483,6
Combined,0.0001,16,483,45
Darwinian,0.0001,16,484,53
Lamarckian,0.0001,16,484,10
Combined,0.0001,16,484,25
Darwinian,0.0001,16,485,20
Lamarckian,0.0001,16,485,3
Combined,0.0001,16,485,19
Darwinian,0.0001,16,486,36
Lamarckian,0.0001,16,486,7
Combined,0.0001,16,486,74
Darwinian,0.0001,16,487,153
Lamarckian,0.0001,16,487,8
Combined,0.0001,16,487,28
Darwinian,0.0001,16,488,29
Lamarckian,0.0001,16,488,6
Combined,0.0001,16,488,286
Darwinian,0.0001,16,489,40
Lamarckian,0.0001,16,489,4
Combined,0.0001,16,489,43
Darwinian,0.0001,16,490,60
Lamarckian,0.0001,16,490,7
Combined,0.0001,16,490,27
Darwinian,0.0001,16,491,28
Lamarckian,0.0001,16,491,7
Combined,0.0001,16,491,45
Darwinian,0.0001,16,492,19
Lamarckian,0.0001,16,492,12
Combined,0.0001,16,492,42
Darwinian,0.0001,16,493,4137
Lamarckian,0.0001,16,493,10
Combined,0.0001,16,493,38
Darwinian,0.0001,16,494,97
Lamarckian,0.0001,16,494,5
Combined,0.0001,16,494,44
Darwinian,0.0001,16,495,26
Lamarckian,0.0001,16,495,4
Combined,0.0001,16,495,23
Darwinian,0.0001,16,496,62
Lamarckian,0.0001,16,496,7
Combined,0.0001,16,496,97
Darwinian,0.0001,16,497,21
Lamarckian,0.0001,16,497,9
Combined,0.0001,16,497,57
Darwinian,0.0001,16,498,114
Lamarckian,0.0001,16,498,10
Combined,0.0001,16,498,177
Darwinian,0.0001,16,499,35
Lamarckian,0.0001,16,499,8
Combined,0.0001,16,499,40
Darwinian,0.0001,16,500,10
Lamarckian,0.0001,16,500,11
Combined,0.0001,16,500,61
Darwinian,0.0001,16,501,52
Lamarckian,0.0001,16,501,9
Combined,0.0001,16,501,192
Darwinian,0.0001,16,502,86
Lamarckian,0.0001,16,502,10
Combined,0.0001,16,502,54
Darwinian,0.0001,16,503,17
Lamarckian,0.0001,16,503,7
Combined,0.0001,16,503,80
Darwinian,0.0001,16,504,82
Lamarckian,0.0001,16,504,6
Combined,0.0001,16,504,93
Darwinian,0.0001,16,505,48
Lamarckian,0.0001,16,505,3
Combined,0.0001,16,505,46
Darwinian,0.0001,16,506,34
Lamarckian,0.0001,16,506,9
Combined,0.0001,16,506,55
Darwinian,0.0001,16,507,90
Lamarckian,0.0001,16,507,6
Combined,0.0001,16,507,70
Darwinian,0.0001,16,508,12
Lamarckian,0.0001,16,508,11
Combined,0.0001,16,508,30
Darwinian,0.0001,16,509,202
Lamarckian,0.0001,16,509,6
Combined,0.0001,16,509,71
Darwinian,0.0001,16,510,26
Lamarckian,0.0001,16,510,7
Combined,0.0001,16,510,95
Darwinian,0.0001,16,511,21
Lamarckian,0.0001,16,511,3
Combined,0.0001,16,511,57
Darwinian,0.0001,16,512,3
Lamarckian,0.0001,16,512,2
Combined,0.0001,16,512,27
Darwinian,0.0001,16,513,37
Lamarckian,0.0001,16,513,6
Combined,0.0001,16,513,27
Darwinian,0.0001,16,514,34
Lamarckian,0.0001,16,514,7
Combined,0.0001,16,514,101
Darwinian,0.0001,16,515,172
Lamarckian,0.0001,16,515,5
Combined,0.0001,16,515,364
Darwinian,0.0001,16,516,19
Lamarckian,0.0001,16,516,5
Combined,0.0001,16,516,28
Darwinian,0.0001,16,517,22
Lamarckian,0.0001,16,517,7
Combined,0.0001,16,517,117
Darwinian,0.0001,16,518,103
Lamarckian,0.0001,16,518,7
Combined,0.0001,16,518,29
Darwinian,0.0001,16,519,39
Lamarckian,0.0001,16,519,8
Combined,0.0001,16,519,122
Darwinian,0.0001,16,520,54
Lamarckian,0.0001,16,520,5
Combined,0.0001,16,520,45
Darwinian,0.0001,16,521,150
Lamarckian,0.0001,16,521,5
Combined,0.0001,16,521,43
Darwinian,0.0001,16,522,20
Lamarckian,0.0001,16,522,9
Combined,0.0001,16,522,37
Darwinian,0.0001,16,523,176
Lamarckian,0.0001,16,523,9
Combined,0.0001,16,523,26
Darwinian,0.0001,16,524,16
Lamarckian,0.0001,16,524,11
Combined,0.0001,16,524,43
Darwinian,0.0001,16,525,12
Lamarckian,0.0001,16,525,8
Combined,0.0001,16,525,111
Darwinian,0.0001,16,526,162
Lamarckian,0.0001,16,526,9
Combined,0.0001,16,526,70
Darwinian,0.0001,16,527,36
Lamarckian,0.0001,16,527,8
Combined,0.0001,16,527,544
Darwinian,0.0001,16,528,23
Lamarckian,0.0001,16,528,6
Combined,0.0001,16,528,41
Darwinian,0.0001,16,529,67
Lamarckian,0.0001,16,529,4
Combined,0.0001,16,529,26
Darwinian,0.0001,16,530,52
Lamarckian,0.0001,16,530,10
Combined,0.0001,16,530,47
Darwinian,0.0001,16,531,65
Lamarckian,0.0001,16,531,5
Combined,0.0001,16,531,33
Darwinian,0.0001,16,532,27
Lamarckian,0.0001,16,532,3
Combined,0.0001,16,532,23
Darwinian,0.0001,16,533,168
Lamarckian,0.0001,16,533,6
Combined,0.0001,16,533,95
Darwinian,0.0001,16,534,19
Lamarckian,0.0001,16,534,6
Combined,0.0001,16,534,48
Darwinian,0.0001,16,535,196
Lamarckian,0.0001,16,535,8
Combined,0.0001,16,535,72
Darwinian,0.0001,16,536,288
Lamarckian,0.0001,16,536,9
Combined,0.0001,16,536,41
Darwinian,0.0001,16,537,83
Lamarckian,0.0001,16,537,9
Combined,0.0001,16,537,79
Darwinian,0.0001,16,538,130
Lamarckian,0.0001,16,538,5
Combined,0.0001,16,538,38
Darwinian,0.0001,16,539,154
Lamarckian,0.0001,16,539,6
Combined,0.0001,16,539,20
Darwinian,0.0001,16,540,25
Lamarckian,0.0001,16,540,9
Combined,0.0001,16,540,44
Darwinian,0.0001,16,541,31
Lamarckian,0.0001,16,541,7
Combined,0.0001,16,541,64
Darwinian,0.0001,16,542,16
Lamarckian,0.0001,16,542,7
Combined,0.0001,16,542,50
Darwinian,0.0001,16,543,50
Lamarckian,0.0001,16,543,6
Combined,0.0001,16,543,1263
Darwinian,0.0001,16,544,69
Lamarckian,0.0001,16,544,4
Combined,0.0001,16,544,28
Darwinian,0.0001,16,545,75
Lamarckian,0.0001,16,545,5
Combined,0.0001,16,545,47
Darwinian,0.0001,16,546,182
Lamarckian,0.0001,16,546,5
Combined,0.0001,16,546,21
Darwinian,0.0001,16,547,36
Lamarckian,0.0001,16,547,6
Combined,0.0001,16,547,52
Darwinian,0.0001,16,548,125
Lamarckian,0.0001,16,548,8
Combined,0.0001,16,548,24
Darwinian,0.0001,16,549,178
Lamarckian,0.0001,16,549,15
Combined,0.0001,16,549,46
Darwinian,0.0001,16,550,186
Lamarckian,0.0001,16,550,6
Combined,0.0001,16,550,38
Darwinian,0.0001,16,551,127
Lamarckian,0.0001,16,551,7
Combined,0.0001,16,551,84
Darwinian,0.0001,16,552,41
Lamarckian,0.0001,16,552,7
Combined,0.0001,16,552,64
Darwinian,0.0001,16,553,39
Lamarckian,0.0001,16,553,6
Combined,0.0001,16,553,217
Darwinian,0.0001,16,554,49
Lamarckian,0.0001,16,554,5
Combined,0.0001,16,554,108
Darwinian,0.0001,16,555,16
Lamarckian,0.0001,16,555,9
Combined,0.0001,16,555,28
Darwinian,0.0001,16,556,51
Lamarckian,0.0001,16,556,3
Combined,0.0001,16,556,43
Darwinian,0.0001,16,557,33
